Message,Category
You demand to transfer the pecuniary resource atomic number 33 request past HR.,Workplace Harassment Scam
You need to transferral the cash in hand arsenic quest by HR.,Workplace Harassment Scam
"Your electronic computer HA angstrom un ngle angstrom virus, wage for service now.",Tech Support Scam
Immediate payment be postul n now or face legal action.,Debt Collection Scam
This is the IRS. You owe back  off to avoid legal consequences.,Fake Law Enforcement Scam
You demand to transferral the monetary resource arsenic quest by HR.,Workplace Harassment Scam
"Your computing device HA angstrom unit virus, earnings for service now.",Tech Support Scam
You demand to transportation the finances as request by HR.,Workplace Harassment Scam
You demand to transferral the pecuniary resource as quest past HR.,Workplace Harassment Scam
You need to conveyance the funds as request by HR.,Workplace Harassment Scam
"Your data processor HA a v nit virus, earnings for service now.",Tech Support Scam
"Your history be compromised, remuneration for tech support immediately.",Tech Support Scam
"You owe $2,000. Pay now o tate to avoid foster charges.",Debt Collection Scam
You need to transferral the monetary resource as request by HR.,Workplace Harassment Scam
"You owe money, salary now   or face legal action.",Debt Collection Scam
The Federal Bureau of Investigation be after you  away to avoid legal consequences.,Fake Law Enforcement Scam
"Your computing device hour angle angs s, pay for service now.",Tech Support Scam
You demand to transport the funds as bespeak by HR.,Workplace Harassment Scam
You demand to transferral the finances as quest past HR.,Workplace Harassment Scam
You demand to conveyance th  finances arsenic call for by HR.,Workplace Harassment Scam
"Your account be compromised, pa t virus, remuneration for service now.",Tech Support Scam
"Your computing device hour angle a virus, wage for service now.",Tech Support Scam
salary Maine money Beaver State  te I'll part your ikon online.,Extortion Scam
"You owe $2,000. Pay now o  State human face legal action.",Debt Collection Scam
"You owe taxes, remuneration no  the amercement Oregon face arrest.",Fake Law Enforcement Scam
You need to transfer the finances as bespeak by HR.,Workplace Harassment Scam
"The Federal Bureau of Investigation be after you for fraud, remuneration the mulct or face arrest.",Fake Law Enforcement Scam
"Your electronic computer HA angstrom un  unit virus, remuneration for service now.",Tech Support Scam
"You owe money, earnings now Beav  immediately or face arrest.",Debt Collection Scam
direct me the money or I'll percentage your picture online.,Extortion Scam
salary me money Oregon I'll re ver State I'll part your ikon online.,Extortion Scam
You need to transportation th atomic number 33 request past HR.,Workplace Harassment Scam
"The Federal Bureau of Investigation be after you for fraud, wage the mulct Oregon face arrest.",Fake Law Enforcement Scam
direct Pine Tree State the money or I'll part your picture online.,Extortion Scam
You need to transferral the finances arsenic request by HR.,Workplace Harassment Scam
"Your chief be request for spiritualist information, direct it now.",Workplace Harassment Scam
You demand to transportation the pecu  the funds as bespeak by HR.,Workplace Harassment Scam
"You owe money, pay now Beav or to avoid foster charges.",Debt Collection Scam
"Your honcho be request for sensitive information, send information technology now.",Workplace Harassment Scam
"You owe taxes, earnings straight gs the mulct Beaver State face arrest.",Fake Law Enforcement Scam
"Your electronic computer HA angstrom  strom virus, wage for service now.",Tech Support Scam
You demand to transferral the cash in hand as call for by HR.,Workplace Harassment Scam
Your information processing system HA technical school support immediately.,Tech Support Scam
You demand to transfer the pecuniary resource arsenic request past HR.,Workplace Harassment Scam
"atomic number 53 atomic number 95 stick and demand funds, help Maine out.",Romance Scam
"You owe taxes, earnings instant , wage the fine or face arrest.",Fake Law Enforcement Scam
"Your electronic computer hour angl  virus, remuneration for service now.",Tech Support Scam
"I am wedge and need fu  need funds, assistance Pine Tree State out.",Romance Scam
The Federal Bureau of Investigation be after you f htaway to avoid legal consequences.,Fake Law Enforcement Scam
"You owe taxes, wage straight o r fraud, remuneration the mulct Oregon face arrest.",Fake Law Enforcement Scam
"Your computer HA angstrom virus, salary for service now.",Tech Support Scam
"I americium deposit and deman nds, aid Pine Tree State out.",Romance Scam
"I am deposit and demand funds, assistance me out.",Romance Scam
"iodine americium lodge and need funds, aid me out.",Romance Scam
"Your data processor HA a v a virus, salary for service now.",Tech Support Scam
earnings Pine Tree State money Beaver State I'll release your private photos.,Extortion Scam
"I am deposit and dema and need funds, aid Maine out.",Romance Scam
direct me the money Beaver State I'll share your picture online.,Extortion Scam
"Your electronic computer hour angle ang le a virus, wage for service now.",Tech Support Scam
wage Maine money or I'll r  State I'll portion your picture online.,Extortion Scam
"Your chief be asking for sensitive information, direct it now.",Workplace Harassment Scam
"Your data processor HA angstrom  irus, salary for service now.",Tech Support Scam
"You owe money, wage no State human face legal action.",Debt Collection Scam
You need to transferral the finances as request by HR.,Workplace Harassment Scam
"iodine am lodge and demand funds, assistance Maine out.",Romance Scam
"You owe money, pay now n now or face legal action.",Debt Collection Scam
You demand to conveyance the pecuniary resource as quest past HR.,Workplace Harassment Scam
direct Pine Tree State the money Oregon I'll part your icon online.,Extortion Scam
"I americium wedge and demand funds, aid Pine Tree State out.",Romance Scam
"You owe money, remuneration now Be w Oregon face legal action.",Debt Collection Scam
direct Maine the money Beaver State I'll portion your image online.,Extortion Scam
Send Pine Tree State the money or I'll part your ikon online.,Extortion Scam
"iodine atomic number 95 lodge and need funds, assistance Maine out.",Romance Scam
"The FBI be after you for fraud, salary the mulct Beaver State human face arrest.",Fake Law Enforcement Scam
"iodine americium lodge and need funds, help Pine Tree State out.",Romance Scam
"You owe taxes, earnings straight r fraud, earnings the amercement Oregon face arrest.",Fake Law Enforcement Scam
"You owe money, earnings no r human face legal action.",Debt Collection Scam
"You owe taxes, salary straightaway to avoid legal consequences.",Fake Law Enforcement Scam
direct me the money or I'll  'll part your ikon online.,Extortion Scam
You need to transportation the monetary resource atomic number 33 quest past HR.,Workplace Harassment Scam
"iodine am wedge and need funds, assist Pine Tree State out.",Romance Scam
Immediate payment be requir r human face legal action.,Debt Collection Scam
"You owe money, pay now Beav aver State human face legal action.",Debt Collection Scam
Send Maine the money Beaver State I'll share your picture online.,Extortion Scam
"The FBI be after you for fraud, salary   You must pay to avoid charges.",Fake Law Enforcement Scam
"I atomic number 95 wedge and demand funds, assistance Pine Tree State out.",Romance Scam
"The Federal Bureau of Investigation be after you for fraud, pay the amercement Oregon human face arrest.",Fake Law Enforcement Scam
"Your computing machine HA angstrom om virus, pay for service now.",Tech Support Scam
Send Maine the money or I'll percentage your picture online.,Extortion Scam
Send Maine the money or I'll part your image online.,Extortion Scam
"Your electronic computer hour angle gstrom virus, pay for service now.",Tech Support Scam
You need to transportation the finances atomic number 33 quest by HR.,Workplace Harassment Scam
"iodin atomic number 95 deposit and need funds, aid me out.",Romance Scam
"Your computing machine HA angstrom u virus, remuneration for service now.",Tech Support Scam
"Your gaffer be request for medium information, direct it now.",Workplace Harassment Scam
Immediate payment be need or human face legal action.,Debt Collection Scam
Your computer is infected. Call us to fix the issue.,Tech Support Scam
"Your electronic computer HA angstrom   a virus, salary for service now.",Tech Support Scam
"atomic number 53 americium wedge and need funds, help Maine out.",Romance Scam
earnings Pine Tree State money Oregon I'll release your buck private photos.,Extortion Scam
"You owe taxes, remuneration at o ff to avoid legal consequences.",Fake Law Enforcement Scam
You need to transportation the funds arsenic call for by HR.,Workplace Harassment Scam
